날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계,breakfast_embedding,lunch_embedding,dinner_embedding
2023-03-21,가공우유,116kcal,배추김치,10.25kcal,우유(백색우유(200ML,122kcal,,,2873.11kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]"
2023-03-21,,,사과,29.841kcal,,,,,2873.12kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-22,밥,363kcal,밥1,108.9kcal,고추참치덮밥,414.13kcal,,,2869.41kcal,,,
2023-03-22,순두부오징어국,79.95kcal,제주고기국수,886.89kcal,유부장국,38.79kcal,,,2869.42kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[74.18, 12.22, 14.14, [1, 0, 0, 0, 0]]","[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]"
2023-03-22,감자채볶음,84.61kcal,블랙함박오징어스테이크,250.3kcal,고구마돈가스&소스,194.4kcal,,,2869.43kcal,"[15.24, 6.03, 1.63, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[33.0, 4.8, 13.0, [1, 0, 0, 0, 0]]"
2023-03-22,쇠고기꽈리고추조림,100.04kcal,만다린샐러드,47.25kcal,배추김치,10.25kcal,,,2869.44kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[34.0, 8.0, 18.0, [1, 0, 0, 0, 0]]",
2023-03-22,배추김치,10.25kcal,당근케이크,99.4kcal,파인애플에이드,49kcal,,,2869.45kcal,,"[35.0, 22.0, 3.0, [1, 0, 0, 0, 0]]","[24.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2023-03-22,우유(백색우유(200ML,122kcal,배추김치,10.25kcal,,,,,2869.46kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-23,밥,363kcal,잡곡밥,364.8kcal,밥,363kcal,,,3417.20kcal,,,
2023-03-23,쇠고기미역국,41.22kcal,감자호박국,30.06kcal,돼지고기김치찌개,134.41kcal,,,3417.21kcal,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]"
2023-03-23,미트볼굴소스볶음,252.5kcal,미나리불고기,311.88kcal,떡볶이,282.1kcal,,,3417.22kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.0, 9.69, 10.21, [1, 0, 0, 0, 0]]","[60.42, 2.91, 6.97, [1, 0, 0, 0, 0]]"
2023-03-23,오이고추장무침,23.51kcal,아귀순살해물찜,312.11kcal,잡채,272.36kcal,,,3417.23kcal,"[4.0, 0.0, 1.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]"
2023-03-23,배추김치,10.25kcal,배추김치,10.25kcal,오징어튀김,191.4kcal,,,3417.24kcal,,,"[6.44, 2.12, 5.8, [1, 0, 0, 0, 0]]"
2023-03-23,우유(백색우유(200ML,122kcal,신선형),38.7494676kcal,파김치,23.6kcal,,,3417.25kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[54.73, 2.3, 11.31, [1, 0, 0, 0, 0]]","[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]"
2023-03-23,,,,,아이스크림,270kcal,,,3417.26kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[32.45, 14.26, 4.68, [1, 0, 0, 0, 0]]"
2023-03-24,밥,363kcal,밥,363kcal,밥1,108.9kcal,,,2921.94kcal,,,
2023-03-24,팽이버섯계란국,63.88kcal,양지수육곰탕,173.08kcal,얼큰짬뽕면,460.27kcal,,,2921.95kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[2.0, 1.1, 17.0, [1, 0, 0, 0, 0]]","[14.0, 19.0, 9.0, [1, 0, 0, 0, 0]]"
2023-03-24,돼지고기부추볶음,489.58kcal,시금치어묵잡채,44.02kcal,옛날통닭,548.21kcal,,,2921.96kcal,"[2.86, 9.51, 8.69, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.0, 42.0, 64.0, [1, 0, 0, 0, 0]]"
2023-03-24,감자조림,54.01kcal,조미김,0kcal,치킨무,5kcal,,,2921.97kcal,"[6.66, 1.68, 0.79, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[19.59, 0.25, 2.48, [1, 0, 0, 0, 0]]"
2023-03-24,배추김치,10.25kcal,연두부양념장,78.88kcal,양배추샐러드,17.36kcal,,,2921.98kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[7.45, 1.57, 0.77, [1, 0, 0, 0, 0]]"
2023-03-24,우유(백색우유(200ML,122kcal,배추김치,10.25kcal,배추김치,10.25kcal,,,2921.99kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",,
2023-03-25,밥,363kcal,폴드포크덮밥,625.72kcal,밥,363kcal,,,2909.59kcal,,,
2023-03-25,꼬리곰탕,656.17kcal,어묵김칫국,17.18kcal,강된장찌개,43.35kcal,,,2909.60kcal,"[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[16.77, 5.6, 15.01, [1, 0, 0, 0, 0]]"
2023-03-25,계란말이,100kcal,콘샐러드,0kcal,제육볶음,484.14kcal,,,2909.61kcal,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[19.83, 7.59, 2.32, [1, 0, 0, 0, 0]]","[10.37, 11.03, 13.21, [1, 0, 0, 0, 0]]"
2023-03-25,오징어젓무침,43.25kcal,깍두기,15.2kcal,양배추쌈,23.28kcal,,,2909.62kcal,"[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[5.58, 0.12, 1.44, [1, 0, 0, 0, 0]]"
2023-03-25,배추김치,10.25kcal,이온음료,58.8kcal,배추김치,10.25kcal,,,2909.63kcal,,"[38.0, 0.0, 0.0, [1, 0, 0, 0, 0]]",
2023-03-25,연세검은콩두유,10.25kcal,,,농후 발효유,96kcal,,,2909.64kcal,"[8.0, 5.1, 5.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[25.94, 0.0, 0.25, [1, 0, 0, 0, 0]]"
2023-03-26,소불고기구운주먹밥,380kcal,비빔국수,383.65kcal,밥,363kcal,,,2821.10kcal,,"[74.1, 7.22, 14.76, [1, 0, 0, 0, 0]]",
2023-03-26,도넛세트,421kcal,밥1,108.9kcal,돼지고기애호박찌개,152.12kcal,,,2821.11kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-26,시리얼,157.2kcal,순살족발,500.82kcal,맑은오징어볶음,139.52kcal,,,2821.12kcal,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[6.0, 9.0, 46.0, [1, 0, 0, 0, 0]]","[8.66, 4.59, 12.41, [1, 0, 0, 0, 0]]"
2023-03-26,커피음료,,깻잎&쌈무,7.28kcal,오이부추무침,21.11kcal,,,2821.13kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]"
2023-03-26,우유(백색우유(200ML,122kcal,배추김치,10.25kcal,배추김치,10.25kcal,,,2821.14kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",,
2023-03-26,,,,,가야농장 제주감귤,44kcal,,,2821.14kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[24.0, 0.8, 0.0, [1, 0, 0, 0, 0]]"
2023-03-27,밥,363kcal,잡곡밥,364.8kcal,밥,363kcal,,,2951.93kcal,,,
2023-03-27,황태채계란국,94.16kcal,아욱고추장찌개,64.69kcal,삼색수제비국,178.21kcal,,,2951.94kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.53, 2.9, 6.9, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-27,햄야채볶음,174.97kcal,닭간장소스찜,375.74kcal,두부김치,324.51kcal,,,2951.95kcal,"[14.89, 10.96, 12.14, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2023-03-27,갈비만두찜,214.62kcal,조미김,0kcal,코다리순살꽈리고추조림,109.33kcal,,,2951.96kcal,"[35.0, 17.0, 15.0, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-27,배추김치,10.25kcal,매실양념깻잎,25.61kcal,깍두기,15.2kcal,,,2951.97kcal,,"[13.0, 3.0, 2.0, [1, 0, 0, 0, 0]]","[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-03-27,우유(백색우유(200ML,122kcal,갓김치,0kcal,우유(백색우유(200ML,122kcal,,,2951.98kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[13.83, 1.75, 5.89, [1, 0, 0, 0, 0]]","[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]"
2023-03-27,,,사과,29.841kcal,,,,,2951.99kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-28,밥,363kcal,새우튀김덮밥,1022.57kcal,꼬꼬떡국,373.44kcal,,,3265.82kcal,,,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-28,감자쇠고기찌개,82.81kcal,어묵&물떡꽂이,206.21kcal,밥1,108.9kcal,,,3265.83kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[9.36, 6.86, 9.36, [1, 0, 0, 0, 0]]",
2023-03-28,돈육표고장조림,277.53kcal,푸딩샐러드,164.6kcal,멸치고추장볶음,112.33kcal,,,3265.84kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[21.0, 18.0, 18.0, [1, 0, 0, 0, 0]]"
2023-03-28,무생채,36.53kcal,배추김치&단무지,7.5kcal,돼지고기두부조림,325.44kcal,,,3265.85kcal,"[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[3.09, 9.74, 15.9, [1, 0, 0, 0, 0]]"
2023-03-28,배추김치,10.25kcal,미닛메이도포도,84.51kcal,배추김치,10.25kcal,,,3265.86kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]",
2023-03-28,한라봉,79.95kcal,,,,,,,3265.87kcal,"[30.09, 0.7, 1.83, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-29,간장계란밥,509.97kcal,밥,363kcal,밥,363kcal,,,3265.10kcal,,,
2023-03-29,쇠고기무국,96.71kcal,순두부찌개,142.42kcal,나가사끼짬뽕국,233.17kcal,,,3265.11kcal,"[12.07, 8.62, 16.43, [1, 0, 0, 0, 0]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]","[74.0, 9.0, 9.0, [1, 0, 0, 0, 0]]"
2023-03-29,참치야채볶음,353.31kcal,오삼불고기,371.33kcal,닭갈비,359.08kcal,,,3265.12kcal,"[9.73, 4.05, 1.72, [1, 0, 0, 0, 0]]","[6.02, 8.64, 11.35, [1, 0, 0, 0, 0]]","[14.39, 8.99, 13.4, [1, 0, 0, 0, 0]]"
2023-03-29,배추김치,10.25kcal,애호박나물,39.46kcal,시금치무침,24.45kcal,,,3265.13kcal,,"[8.0, 1.08, 1.16, [1, 0, 0, 0, 0]]","[8.39, 3.14, 3.78, [1, 0, 0, 0, 0]]"
2023-03-29,가공우유,167kcal,배추김치,10.25kcal,깍두기,15.2kcal,,,3265.14kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]",,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]"
2023-03-29,,,유산균 발효유,84.5kcal,우유(백색우유(200ML,122kcal,,,3265.15kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[28.0, 0.0, 8.0, [1, 0, 0, 0, 0]]","[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]"
2023-03-30,밥,363kcal,뿌리채소영양밥&양념장,413.77kcal,밥,363kcal,,,3571.45kcal,,,
2023-03-30,감자돈육짜글이,158.85kcal,아욱된장국,33.39kcal,버섯두부탕,46.05kcal,,,3571.46kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[4.88, 0.73, 2.68, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-30,비엔나소시지야채볶음,31.52kcal,마늘안심닭강정,754.08kcal,돼지고기수육,1028.25kcal,,,3571.47kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.59, 9.12, 20.91, [1, 0, 0, 0, 0]]"
2023-03-30,계란찜,109.55kcal,김자반,0kcal,무말랭이무침,42.54kcal,,,3571.48kcal,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[3.93, 4.58, 3.51, [1, 0, 0, 0, 0]]","[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]"
2023-03-30,배추김치,10.25kcal,미나리무생채,24.23kcal,모듬쌈,10.47kcal,,,3571.49kcal,,"[6.68, 1.31, 1.84, [1, 0, 0, 0, 0]]","[2.32, 0.11, 0.55, [1, 0, 0, 0, 0]]"
2023-03-30,우유(백색우유(200ML,122kcal,배추김치,10.25kcal,배추김치,10.25kcal,,,3571.50kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",,
2023-03-30,,,,,갈아만든배,40kcal,,,3571.51kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[62.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2023-03-31,밥,363kcal,흑미밥,381.75kcal,스파게티,413.26kcal,,,3598.65kcal,,,"[42.95, 1.29, 8.06, [1, 0, 0, 0, 0]]"
2023-03-31,얼큰한오징어국,79.11kcal,쇠고기육개장,157.08kcal,바베큐폭립,1000kcal,,,3598.66kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.0, 6.0, 8.0, [1, 0, 0, 0, 0]]","[17.0, 9.0, 25.0, [1, 0, 0, 0, 0]]"
2023-03-31,생선묵볶음,141.39kcal,잡채,272.36kcal,코올슬로샐러드,0kcal,,,3598.67kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[28.82, 6.78, 5.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-31,연근닭순살조림,239.67kcal,고등어조림,136.58kcal,갈릭스틱바게트,143kcal,,,3598.68kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[6.19, 12.55, 19.0, [1, 0, 0, 0, 0]]","[10.0, 4.0, 7.0, [1, 0, 0, 0, 0]]"
2023-03-31,배추김치,10.25kcal,깍두기,15.2kcal,모듬피클,42.4kcal,,,3598.69kcal,,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-31,우유(백색우유(200ML,122kcal,바나나,81.6kcal,,,,,3598.70kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[26.95, 0.39, 1.29, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-04-01,밥,363kcal,김치볶음밥,1446.54kcal,밥,363kcal,,,3424.21kcal,,,
2023-04-01,돼지고기김치찌개,110.31kcal,쇠고기미역국,20.61kcal,순두부오징어국,76.17kcal,,,3424.21kcal,"[6.38, 8.09, 8.17, [1, 0, 0, 0, 0]]","[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-04-01,햄구이,273.66kcal,칼집비엔나&토마토케찹,368.89kcal,소불고기,19.44kcal,,,3424.21kcal,"[2.78, 0.73, 0.94, [1, 0, 0, 0, 0]]","[17.6, 24.5, 10.9, [1, 0, 0, 0, 0]]","[5.0, 6.83, 18.84, [1, 0, 0, 0, 0]]"
2023-04-01,계란말이,90kcal,뻥튀기,18.15kcal,오이부추무침,20.14kcal,,,3424.21kcal,"[2.61, 8.96, 10.18, [1, 0, 0, 0, 0]]","[4.07, 0.15, 0.4, [1, 0, 0, 0, 0]]","[7.72, 1.55, 1.58, [1, 0, 0, 0, 0]]"
2023-04-01,깍두기,15.2kcal,배추김치&단무지,7.5kcal,배추김치,10kcal,,,3424.21kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]",
2023-04-01,우유(백색우유(200ML,122kcal,딸기,39.6kcal,카프리썬오렌지,60kcal,,,3424.21kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0.92, 0.04, 0.08, [1, 0, 0, 0, 0]]","[15.0, 0.0, 0.0, [1, 0, 0, 0, 0]]"
2023-04-02,크로와상,242.5kcal,밥,363kcal,밥,363kcal,,,2733.57kcal,"[26.11, 11.97, 4.67, [1, 0, 0, 0, 0]]",,
2023-04-02,토마토스크램블에그,151.08kcal,근대된장국,26.53kcal,닭볶음탕,242.45kcal,,,2733.57kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]","[9.4, 9.5, 25.72, [1, 0, 0, 0, 0]]"
2023-03-03,바나나맛우유,200.4kcal,배추김치,10.25kcal,배추김치,10.25kcal,,,3182.89kcal,"[27.0, 8.0, 7.0, [1, 0, 0, 0, 0]]",,
2023-03-03,,,,,아이스크림 샌드위치,252kcal,,,3182.90kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[21.75, 5.6, 2.61, [1, 0, 0, 0, 0]]"
2023-03-04,참치마요구운주먹밥,680kcal,,,,,,,1770.73kcal,,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-04,청년차돌떡볶이,417.44kcal,,,,,,,1770.74kcal,"[62.0, 13.0, 16.0, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-04,순대,220.84kcal,,,,,,,1770.75kcal,"[27.51, 8.52, 18.97, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-04,씨앗호떡,284.2kcal,,,,,,,1770.76kcal,"[56.64, 12.14, 8.68, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-04,배추김치&단무지,7.5kcal,,,,,,,1770.77kcal,"[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-04,우유(백색우유(200ML,122kcal,,,,,,,1770.78kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-04,딸기,38.7494676kcal,,,,,,,1770.79kcal,"[0.92, 0.04, 0.08, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-05,와플&생크림,315.64kcal,밥,363kcal,밥,363kcal,,,2970.28kcal,"[19.05, 3.72, 2.85, [1, 0, 0, 0, 0]]",,
2023-03-05,토마토스크램블에그,117.82kcal,중화식계란탕,81.86kcal,꼬리곰탕,656.17kcal,,,2970.29kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[7.0, 13.0, 32.0, [1, 0, 0, 0, 0]]"
2023-03-05,함박스테이크,0.2kcal,돼지고기고추장볶음,472.05kcal,조미김,0kcal,,,2970.30kcal,"[14.18, 8.81, 12.25, [1, 0, 0, 0, 0]]","[39.0, 6.0, 11.0, [1, 0, 0, 0, 0]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2023-03-05,시리얼,161.2kcal,깻잎찜,38.99kcal,오징어젓무침,43.25kcal,,,2970.31kcal,"[27.4, 1.12, 2.39, [1, 0, 0, 0, 0]]","[0.73, 0.04, 0.46, [1, 0, 0, 0, 0]]","[34.0, 1.7, 9.0, [1, 0, 0, 0, 0]]"
2023-03-05,우유(백색우유(200ML,122kcal,배추김치,10.25kcal,혼합장아찌,4.25kcal,,,2970.32kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]",,"[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-05,사과,29.841kcal,미닛메이도포도,84.51kcal,배추김치,10.25kcal,,,2970.32kcal,"[13.81, 0.17, 0.26, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]",
2023-03-05,,,,,농후 발효유,96kcal,,,2970.34kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[25.94, 0.0, 0.25, [1, 0, 0, 0, 0]]"
2023-03-06,밥,363kcal,비빔밥,475.18kcal,잡곡밥,364.8kcal,,,3250.08kcal,,,
2023-03-06,느타리버섯배추국,41.14kcal,어묵탕,101.32kcal,근대된장국,22.29kcal,,,3250.09kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[13.06, 2.45, 13.11, [1, 0, 0, 0, 0]]","[5.82, 1.36, 3.47, [1, 0, 0, 0, 0]]"
2023-03-06,햄감자볶음,132.64kcal,군만두,337.18kcal,매운돼지갈비찜,389.55kcal,,,3250.10kcal,"[18.0, 7.0, 4.0, [1, 0, 0, 0, 0]]","[7.5, 2.99, 4.55, [1, 0, 0, 0, 0]]","[13.8, 39.27, 31.04, [1, 0, 0, 0, 0]]"
2023-03-06,닭순살야채조림,236.2kcal,쫄면야채무침,233.85kcal,미나리무생채,24.23kcal,,,3250.11kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[6.68, 1.31, 1.84, [1, 0, 0, 0, 0]]"
2023-03-06,깍두기,15.2kcal,배추김치,10.25kcal,배추김치,10.25kcal,,,3250.12kcal,"[3.21, 0.29, 0.62, [1, 0, 0, 0, 0]]",,
2023-03-06,우유(백색우유(200ML,122kcal,,,스트링치즈,371kcal,,,3250.13kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.0, 4.8, 4.0, [1, 0, 0, 0, 0]]"
2023-03-07,밥,363kcal,밥,363kcal,밥,363kcal,,,3036.24kcal,,,
2023-03-07,쇠고기미역국,41.22kcal,삼색수제비국,178.21kcal,순두부찌개,142.42kcal,,,3036.25kcal,"[16.08, 6.78, 15.06, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[5.62, 17.99, 18.25, [1, 0, 0, 0, 0]]"
2023-03-07,참치야채볶음,353.31kcal,오징어매콤잡채,167.59kcal,닭튀김,571.17kcal,,,3036.26kcal,"[9.73, 4.05, 1.72, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[7.49, 12.58, 16.03, [1, 0, 0, 0, 0]]"
2023-03-07,계란찜,109.55kcal,쇠고기꽈리고추조림,100.04kcal,조미김,0kcal,,,3036.27kcal,"[2.07, 10.11, 10.05, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]"
2023-03-07,배추김치,10.25kcal,파김치,23.6kcal,오이양파장아찌,36.63kcal,,,3036.28kcal,,"[3.13, 0.12, 0.76, [1, 0, 0, 0, 0]]","[3.74, 0.32, 0.55, [1, 0, 0, 0, 0]]"
2023-03-07,우유(백색우유(200ML,122kcal,과수원복숭아,81kcal,배추김치,10.25kcal,,,3036.29kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[16.0, 0.0, 0.0, [1, 0, 0, 0, 0]]",
2023-03-08,조밥,380.85kcal,밥,363kcal,밥,363kcal,,,3182.11kcal,,,
2023-03-08,만둣국,21.17kcal,누룽지탕,550.01kcal,감자쇠고기찌개,82.81kcal,,,3182.12kcal,"[29.95, 21.79, 24.12, [1, 0, 0, 0, 0]]","[52.27, 0.33, 5.09, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-08,비엔나소시지야채볶음,31.52kcal,동파육,887.16kcal,쭈꾸미야채볶음,94.16kcal,,,3182.13kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[3.37, 45.53, 8.68, [1, 0, 0, 0, 0]]","[9.87, 7.52, 21.21, [1, 0, 0, 0, 0]]"
2023-03-08,무말랭이무침,42.54kcal,콩나물매운무침,50.61kcal,무생채,36.53kcal,,,3182.14kcal,"[30.6, 7.42, 4.62, [1, 0, 0, 0, 0]]","[5.99, 1.13, 2.31, [1, 0, 0, 0, 0]]","[7.17, 1.14, 1.15, [1, 0, 0, 0, 0]]"
2023-03-08,배추김치,10.25kcal,배추김치,10.25kcal,배추김치,10.25kcal,,,3182.15kcal,,,
2023-03-08,우유(백색우유(200ML,122kcal,,,과일푸딩,126kcal,,,3182.16kcal,"[4.66, 3.35, 3.32, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-09,밥,363kcal,잡곡밥,364.8kcal,포크스테이크덮밥,927.07kcal,,,3073.13kcal,,,
2023-03-09,유부장국,38.79kcal,꽃게탕,42.09kcal,쌀국수,282.74kcal,,,3073.14kcal,"[8.17, 2.48, 5.99, [1, 0, 0, 0, 0]]","[3.95, 1.58, 12.87, [1, 0, 0, 0, 0]]","[55.0, 4.2, 16.0, [1, 0, 0, 0, 0]]"
2023-03-09,돼지고기청경채볶음,425.33kcal,조미김,0kcal,새우짜조롤,306.6kcal,,,3073.15kcal,"[0, 0, 0, [0, 0, 0, 0, 1]]","[1.55, 1.91, 0.68, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
2023-03-09,도토리묵달래무침,28.56kcal,계란장조림,90.15kcal,배추김치&단무지,7.5kcal,,,3073.16kcal,"[8.78, 0.82, 0.66, [1, 0, 0, 0, 0]]","[1.62, 4.63, 9.75, [1, 0, 0, 0, 0]]","[1.58, 0.12, 0.66, [1, 0, 0, 0, 0]]"
2023-03-09,배추김치,10.25kcal,취나물무침,25.5kcal,,,,,3073.17kcal,,"[5.64, 1.18, 3.14, [1, 0, 0, 0, 0]]","[0, 0, 0, [0, 0, 0, 0, 1]]"
